caseid,ftobama,ftblack,ftwhite,fthisp,ftgay,fttrump,fthrc,ftcruz,ftsanders,ftpolice,ftfem,fttrans,ftmuslim,ftsci,reg,demcand,repcand,vote16dt,presjob,lazyb,lazyw,lazyh,lazym,violentb,violentw,violenth,violentm,econnow
239,64,38,17,34,13,98,79,25,68,32,11,12,14,75,1,5,9,2,4,3,3,3,2,3,3,3,3,3
240,6,30,100,50,40,89,1,3,60,5,2,42,5,9,1,3,9,2,7,5,5,5,5,2,3,3,1,5
241,98,58,31,52,21,0,89,1,53,1,4,16,51,69,1,1,11,9,2,2,5,2,4,2,3,2,2,1
242,70,100,100,100,100,0,0,91,78,93,100,100,95,62,1,3,4,1,3,5,5,5,5,5,5,5,5,3
243,82,100,100,100,100,34,49,4,53,100,100,100,100,100,1,2,7,9,2,5,5,5,5,5,5,5,5,2
244,31,50,50,50,89,40,40,30,41,61,40,50,45,90,1,2,8,9,6,4,4,5,5,4,5,5,5,4
245,14,14,50,30,9,41,3,34,22,50,25,6,8,34,1,5,8,9,6,3,3,3,4,2,3,3,2,3
246,99,64,48,49,98,4,96,11,99,99,100,52,52,49,1,3,6,1,2,5,5,5,5,3,3,3,3,2
247,100,81,78,100,99,1,98,4,83,99,99,83,70,99,1,1,8,9,1,5,5,5,5,5,4,5,4,1
248,60,80,80,80,80,30,55,50,50,60,80,80,75,85,1,1,7,9,4,5,5,5,5,3,4,3,4,2
249,70,44,94,50,100,11,89,31,67,50,50,94,41,86,1,1,11,9,3,1,4,4,5,2,4,5,5,3
250,62,50,61,50,50,4,80,41,56,83,24,52,51,61,1,1,5,9,3,5,5,5,5,5,5,5,5,3
251,0,50,80,52,3,78,0,91,0,98,20,0,0,85,1,5,4,2,7,2,4,5,2,2,4,4,1,5
252,98,60,88,49,51,2,86,50,31,69,50,50,50,90,1,1,1,1,2,4,4,4,4,3,3,3,3,3
253,1,82,100,75,3,72,4,28,12,89,3,2,1,53,1,3,8,9,7,4,4,5,4,4,5,5,3,3
254,2,49,52,21,28,89,0,65,15,80,34,47,20,60,1,5,9,9,7,4,4,3,4,4,3,3,4,4
255,96,50,50,50,95,0,94,0,71,94,81,80,50,94,1,1,11,9,2,5,5,5,5,5,5,5,5,2
256,95,59,97,6,9,11,91,12,75,44,42,17,2,82,1,1,11,1,3,2,4,1,4,5,2,5,5,2
257,0,100,100,100,0,15,0,100,0,100,0,0,0,50,1,5,4,3,7,1,4,4,4,2,4,3,2,5
258,30,24,25,22,8,22,2,50,28,76,13,2,7,62,1,3,1,9,6,5,5,5,5,4,4,4,1,2
259,73,78,79,75,97,28,59,18,82,63,80,84,75,97,1,3,11,1,2,4,4,5,5,3,3,4,5,3
260,86,70,42,61,92,1,95,1,41,94,81,52,62,89,1,1,11,1,2,2,4,2,3,2,2,3,2,2
261,16,50,50,50,51,30,12,60,16,76,39,50,41,51,1,4,8,3,7,5,5,5,5,5,5,5,5,4
262,99,79,69,100,51,5,98,2,69,79,81,69,59,89,1,1,8,9,1,5,5,5,5,4,2,4,1,4
263,5,50,51,49,50,51,3,51,21,98,41,30,11,32,1,4,2,2,7,3,4,5,3,2,2,2,1,5
264,10,31,59,40,20,36,5,85,17,70,61,31,6,26,1,2,8,2,7,5,5,5,4,4,4,4,3,4
265,1,51,70,2,80,100,1,11,2,65,3,61,1,3,1,3,9,2,7,4,3,1,4,3,4,3,1,4
266,73,92,70,91,89,20,73,20,41,81,72,90,91,93,1,1,1,9,3,5,5,5,5,5,5,5,5,2
267,98,80,90,90,90,50,90,70,80,90,90,90,90,93,1,1,10,9,1,4,5,4,5,3,3,4,3,1
268,91,88,90,91,79,15,62,41,94,38,66,61,40,94,1,3,11,1,1,4,4,5,4,3,3,3,2,3
269,61,85,85,85,85,18,36,47,91,75,70,78,81,95,1,3,6,3,3,4,4,4,4,4,4,4,4,2
270,81,93,62,98,96,36,80,17,99,27,95,97,81,87,1,3,7,1,2,5,5,5,5,5,5,5,5,2
271,98,99,98,97,98,1,67,6,99,50,100,98,98,95,1,3,8,9,1,4,3,5,5,4,2,5,4,2
272,9,19,98,51,89,57,5,94,28,85,36,52,9,94,1,5,4,9,7,1,4,5,4,1,4,4,1,3
273,0,50,50,50,50,30,0,95,30,50,0,50,50,100,1,5,7,9,7,5,5,5,5,3,4,4,1,3
274,1,50,50,50,50,53,1,60,1,96,50,50,50,80,1,5,3,9,6,5,5,5,5,5,5,5,5,3
275,100,100,99,100,100,2,100,11,99,78,91,98,60,100,1,1,6,9,1,5,5,5,5,2,2,2,2,1
276,4,15,100,20,1,100,1,7,2,90,8,2,1,12,1,4,9,9,7,1,5,3,2,1,5,4,1,4
277,89,69,71,70,90,1,31,4,100,70,91,85,79,93,1,3,11,9,1,4,4,4,4,4,3,4,4,2
278,93,56,73,64,77,1,71,0,84,69,76,73,48,96,1,3,8,9,1,4,4,5,5,4,4,4,4,2
279,0,55,55,22,31,99,1,81,2,70,6,21,1,15,1,5,9,2,7,2,4,2,5,1,4,1,1,5
280,5,63,83,36,15,72,6,5,6,50,22,15,5,56,1,5,1,9,7,4,4,4,4,3,4,4,3,4
281,0,89,89,75,91,100,0,50,51,77,70,78,40,89,2,5,9,9,7,4,4,5,5,3,3,2,1,3
282,43,72,71,63,80,94,51,49,16,63,53,72,22,86,1,5,9,9,6,5,5,5,5,4,4,4,3,2
283,97,95,75,98,100,1,88,1,86,13,99,53,92,99,1,1,11,1,1,3,3,5,5,3,3,5,5,1
284,90,100,50,62,28,19,91,4,74,59,16,48,30,93,1,1,2,1,2,3,2,3,4,3,1,3,2,2
285,6,50,50,50,50,100,6,31,69,29,31,11,5,50,1,3,9,2,7,3,3,3,2,1,3,3,1,5
286,14,71,75,47,65,8,18,62,18,75,13,32,0,31,1,5,8,9,6,5,5,5,5,4,4,4,1,3
287,44,100,100,100,60,24,100,65,76,72,51,65,100,66,1,1,1,1,3,5,5,5,5,5,5,5,5,2
288,56,75,80,70,41,31,30,11,74,80,61,60,71,54,1,2,3,9,4,4,4,5,5,3,4,5,4,4
289,26,46,47,11,73,48,3,6,49,78,54,16,3,9,1,3,9,2,6,2,4,4,4,2,5,5,2,4
290,10,47,70,50,50,86,41,20,40,95,21,50,50,80,1,5,9,9,7,4,4,3,5,2,3,1,2,4
291,51,55,53,55,53,55,65,53,57,58,54,56,59,52,2,1,11,9,2,3,3,3,3,3,3,3,3,3
292,25,87,99,100,85,98,52,86,36,100,80,80,82,96,1,5,9,9,7,4,4,2,4,2,5,4,4,3
293,88,76,52,81,87,0,70,2,75,67,71,71,61,68,1,3,3,1,2,4,3,3,4,2,2,2,2,3
294,68,91,90,80,71,54,69,61,59,81,59,49,50,75,1,5,11,9,4,5,5,5,5,5,5,5,5,4
295,0,41,85,61,52,99,0,94,32,70,9,51,3,89,1,5,9,9,7,2,4,5,1,2,4,3,1,4
296,4,93,85,87,1,87,2,91,20,81,53,0,46,54,1,5,4,9,7,5,5,5,5,5,5,5,4,3
297,88,86,87,82,85,5,98,2,97,93,73,83,84,96,1,1,10,9,2,4,4,4,4,4,4,4,4,3
298,0,50,50,51,50,76,0,50,2,100,50,0,49,50,1,5,9,9,7,5,5,5,5,5,5,5,5,3
299,81,71,70,71,70,0,52,0,84,6,92,70,69,100,1,3,11,9,2,4,4,4,4,4,3,4,4,2
300,0,50,64,89,87,100,0,100,1,92,1,92,31,52,1,5,8,9,7,1,4,5,4,1,3,3,4,4
301,70,67,77,99,89,7,85,11,96,100,70,84,71,99,1,3,7,9,2,2,2,4,1,3,3,3,1,1
302,53,50,54,50,51,54,52,54,50,51,47,50,51,56,1,1,11,9,4,2,2,3,2,2,2,2,2,3
303,1,48,69,62,47,73,1,99,38,87,50,16,3,70,1,5,8,2,7,3,4,4,3,1,3,1,1,4
304,0,39,57,37,7,90,2,47,4,41,14,0,48,51,1,5,9,2,7,4,5,5,5,4,4,4,4,3
305,68,100,100,100,81,6,20,19,6,16,19,74,5,84,1,5,11,1,4,5,5,5,3,1,5,5,1,3
306,99,98,99,94,98,0,97,2,97,43,99,97,80,97,1,1,11,9,2,5,5,5,5,5,5,5,5,3
307,0,81,49,81,0,100,0,100,0,94,0,1,0,22,1,5,9,9,7,2,4,4,3,2,4,4,1,4
308,84,79,98,92,81,4,71,76,94,99,71,78,91,95,1,3,4,1,2,5,5,5,5,5,5,5,5,5
309,0,50,50,51,50,17,0,52,0,13,19,50,30,50,1,5,7,2,7,2,3,4,3,2,3,3,2,3
310,34,77,75,78,83,61,11,49,63,37,50,50,72,25,1,3,7,9,5,5,5,5,5,5,5,5,5,3
311,2,50,50,50,100,2,1,31,22,94,50,100,50,51,1,3,10,9,7,5,5,5,5,5,5,5,5,3
312,1,60,90,69,0,91,0,96,1,96,0,0,0,70,1,5,9,9,7,2,4,4,4,2,4,4,3,5
313,79,66,87,50,49,1,71,34,17,9,100,50,34,63,1,2,11,9,2,3,3,3,3,1,2,1,1,1
314,3,96,100,100,51,100,64,70,71,99,51,50,70,100,1,2,9,2,7,2,3,5,5,2,3,2,2,3
315,50,100,100,89,0,0,50,50,50,100,50,0,49,100,2,1,11,9,4,3,3,3,3,2,3,3,2,3
316,7,84,91,56,1,96,2,86,1,96,45,2,52,86,1,5,9,2,7,4,4,4,4,4,4,4,4,3
317,100,57,71,100,58,0,100,0,91,100,100,51,8,100,1,1,11,9,1,2,3,4,3,2,2,4,2,1
318,1,59,75,80,10,70,1,80,6,96,1,6,41,75,1,5,2,9,7,3,4,4,4,3,3,3,2,3
319,100,99,33,48,29,13,81,26,39,68,100,15,50,56,1,1,3,1,1,1,5,5,5,1,5,5,5,3
320,88,56,84,54,50,3,83,50,51,79,50,50,22,79,1,1,11,1,2,3,4,4,3,4,4,4,2,3
321,100,99,90,91,66,998,99,2,6,41,90,83,50,94,1,1,11,1,1,4,4,4,4,2,2,2,2,1
322,0,29,73,66,33,54,1,4,2,98,27,17,10,88,1,5,8,9,7,1,3,3,3,1,4,3,1,5
323,2,58,99,84,0,1,2,19,19,97,46,0,0,74,1,4,11,3,7,3,5,5,3,1,5,2,1,5
324,91,39,93,55,33,73,75,22,7,41,28,14,27,13,1,1,9,9,2,2,3,4,4,3,4,4,3,3
325,0,51,72,72,27,89,10,73,5,100,5,3,1,16,1,5,8,9,7,2,4,5,2,2,5,5,1,4
326,75,69,69,3,69,25,60,0,100,50,71,71,0,92,1,3,7,9,2,4,4,4,4,3,3,2,1,3
327,71,94,84,98,100,1,94,7,23,93,97,97,86,99,1,1,3,1,4,5,5,5,5,5,5,5,5,3
328,40,79,77,72,72,65,61,7,59,91,56,52,20,86,1,1,3,2,6,4,4,5,5,4,4,4,2,4
329,50,50,50,50,2,50,49,50,50,50,50,50,50,51,1,5,11,9,4,5,5,5,5,5,5,5,5,3
330,98,69,52,87,86,12,93,1,64,40,94,81,56,97,1,1,11,1,1,5,5,5,5,4,4,4,4,2
331,1,76,78,67,41,63,1,78,12,91,56,28,19,74,1,2,4,9,7,3,5,4,2,3,4,4,1,4
332,88,61,71,71,70,4,96,3,88,87,93,43,50,66,1,1,1,1,2,5,5,5,5,5,5,5,5,2
333,16,73,48,48,49,96,9,94,1,70,10,44,26,49,1,5,9,2,7,5,5,5,5,5,5,5,5,3
334,46,84,85,43,84,62,65,22,75,64,45,52,0,74,1,3,9,2,5,5,5,5,5,5,5,5,4,2
335,91,88,84,67,87,88,97,22,71,29,70,97,68,38,1,1,9,9,1,4,4,5,5,4,4,3,5,2
336,0,86,85,86,85,56,1,86,0,71,76,41,50,70,1,5,7,9,7,5,5,5,5,5,5,5,5,5
337,0,50,100,41,0,0,0,100,0,100,0,0,0,41,1,5,4,9,7,2,5,3,1,2,5,3,1,3
338,1,50,50,50,30,86,1,61,1,61,29,1,1,51,1,5,8,9,7,2,4,4,5,2,4,4,1,4
339,60,50,50,50,50,40,6,31,97,86,51,52,51,52,1,3,11,3,4,5,5,5,5,5,5,5,5,4
340,99,85,89,91,85,8,97,6,72,71,88,75,91,71,1,1,6,9,1,5,5,5,5,5,5,5,5,1
341,67,100,100,88,15,51,100,50,50,100,15,52,28,98,1,1,8,1,4,4,3,5,5,3,3,3,3,4
342,5,96,99,98,95,7,100,7,19,99,41,97,21,96,2,1,9,9,6,5,5,5,5,5,5,5,5,5
343,0,76,50,50,50,0,0,29,2,100,51,50,50,50,1,5,6,3,7,5,5,5,5,5,5,5,3,5
344,0,75,100,99,50,11,0,90,1,95,0,50,50,90,1,5,5,2,7,5,5,5,5,5,5,5,5,3
345,95,90,90,80,95,1,90,1,100,65,90,95,95,90,1,3,6,1,1,5,5,5,5,5,5,5,5,2
346,30,50,60,50,50,80,60,30,90,60,50,50,5,60,1,3,9,2,3,3,3,4,5,3,3,4,3,2
347,67,63,70,50,1,6,44,61,57,66,19,1,48,72,1,3,1,9,4,3,3,2,2,3,3,2,2,3
348,89,70,49,80,100,0,60,0,100,70,80,100,95,100,1,3,11,9,2,4,1,5,5,5,1,5,5,2
349,0,59,60,73,55,81,0,32,2,97,40,66,53,68,1,5,9,9,7,5,5,5,5,4,4,4,4,4
350,2,51,66,59,54,88,1,30,49,72,52,50,51,50,1,5,9,2,7,3,4,5,5,2,3,3,4,5
351,96,84,78,87,90,1,82,1,1,86,52,94,92,94,1,3,11,9,2,4,4,4,4,4,3,5,4,2
352,0,69,95,74,17,89,0,97,0,93,0,3,29,77,1,5,9,9,7,3,3,5,4,3,3,5,2,3
353,1,38,100,90,8,100,64,69,30,100,15,7,5,100,1,1,9,9,7,3,5,3,3,2,5,3,1,5
354,100,96,88,88,6,69,74,20,68,99,63,5,84,95,2,1,5,4,2,5,5,5,5,5,5,5,5,2
355,49,76,87,80,86,51,41,42,84,73,50,64,36,69,1,3,11,2,5,3,3,5,3,3,4,4,2,3
356,15,51,51,50,16,41,21,70,1,66,7,6,10,86,1,4,5,9,6,5,5,5,5,4,5,5,1,3
357,90,60,80,70,59,61,30,10,84,70,35,50,4,93,1,3,3,9,2,2,4,5,5,4,4,5,1,2
358,5,50,50,50,50,40,0,93,5,90,25,50,49,61,1,4,4,9,7,5,5,5,5,5,5,5,5,4
359,70,74,97,89,99,11,85,33,46,82,61,85,74,89,1,1,8,9,2,3,4,3,4,4,4,4,4,2
360,30,50,51,51,48,49,31,71,38,70,47,47,40,62,1,3,4,3,6,3,4,5,4,3,4,4,2,3
361,61,0,99,0,0,0,0,0,100,9,0,0,0,59,1,3,11,4,3,1,5,1,1,1,5,1,1,4
362,70,61,75,3,3,75,20,9,61,24,50,8,3,69,2,5,11,9,3,3,4,3,3,4,4,2,2,3
363,86,53,97,66,36,6,69,3,3,43,16,9,10,93,1,4,11,3,3,1,5,2,5,5,5,5,5,4
364,1,2,100,1,2,51,1,2,2,41,4,2,6,70,1,5,9,9,7,1,5,4,5,1,3,2,2,3
365,19,85,85,86,68,45,25,54,15,80,59,68,64,65,1,5,8,9,7,4,4,4,4,4,4,4,4,3
366,0,50,90,49,1,1,0,100,0,100,50,1,0,99,1,5,4,9,7,3,3,3,3,1,5,3,1,5
367,99,63,67,75,87,0,79,0,100,47,100,75,76,97,1,1,11,1,1,5,5,5,5,4,4,5,5,1
368,90,50,61,59,50,30,11,30,40,41,50,50,61,60,1,4,10,3,2,5,5,5,5,3,1,3,3,4
369,3,56,79,42,38,78,55,59,50,71,41,44,4,67,1,1,9,2,6,3,4,3,5,4,4,5,3,2
370,100,51,50,52,30,0,100,50,50,81,51,50,41,51,1,1,11,9,1,5,5,5,5,4,1,4,4,1
371,2,40,60,51,1,70,1,100,2,74,1,1,30,51,1,5,4,9,7,1,3,3,2,1,3,3,1,5
372,0,51,50,51,23,88,0,96,10,51,6,19,50,92,1,5,4,9,7,3,3,3,3,3,3,3,3,4
373,1,66,70,62,65,71,0,84,1,100,52,31,0,65,1,5,8,9,7,4,5,5,4,4,5,4,3,5
374,51,40,61,19,2,61,58,50,62,33,21,20,31,53,1,4,7,9,6,2,3,3,2,2,3,2,1,4
375,100,100,71,75,52,11,90,51,70,70,88,50,60,92,1,1,11,9,1,5,5,5,5,5,5,5,5,1
376,5,55,66,64,54,96,3,58,3,75,22,45,42,87,1,5,9,9,7,4,4,5,5,4,4,4,4,5
377,9,50,50,50,51,50,2,56,6,67,22,49,53,11,1,3,7,2,6,5,5,5,5,5,5,5,5,3
378,1,98,100,74,0,100,0,43,3,77,0,0,1,39,1,5,9,9,7,5,5,4,2,4,5,4,2,5
379,0,50,50,50,0,5,0,99,0,85,0,0,50,50,1,5,4,4,7,5,5,5,5,5,5,5,4,4
380,0,50,50,50,5,49,0,55,0,50,0,5,5,2,1,5,4,3,7,5,5,5,5,4,5,5,3,4
381,90,63,80,51,5,3,71,6,59,5,5,5,50,51,1,1,11,1,2,4,4,5,5,4,3,3,5,5
382,100,50,0,50,50,1,99,1,76,50,31,45,51,100,1,1,11,9,1,4,2,5,5,5,2,5,5,1
383,60,80,30,50,41,0,0,0,50,20,70,40,40,50,1,4,11,9,2,4,3,5,5,4,2,4,2,2
384,95,100,82,97,93,3,99,7,88,29,94,94,91,97,1,1,11,1,1,5,5,5,5,5,3,5,5,1
385,11,4,50,50,98,98,25,39,6,98,6,53,6,16,1,1,9,9,7,2,5,5,3,1,4,3,1,4
386,75,59,60,65,5,75,65,30,51,69,56,4,50,89,1,1,9,2,3,3,3,3,4,3,3,3,3,3
387,76,65,95,16,2,14,6,19,18,65,6,8,60,83,1,5,11,9,2,5,5,5,5,4,4,4,4,2
388,41,75,75,46,45,57,67,55,80,54,46,81,60,85,1,3,3,2,5,4,4,4,5,4,4,4,5,4
389,1,12,100,51,0,95,0,3,1,89,0,0,1,41,1,5,9,2,7,1,5,5,1,1,3,2,1,5
390,98,90,50,52,44,6,91,5,74,11,18,48,35,83,1,1,7,9,1,4,3,4,4,4,1,4,1,2
391,79,36,93,31,46,29,58,13,76,39,36,51,3,52,1,3,11,1,2,4,8,4,4,3,4,4,3,3
392,98,99,71,96,100,0,99,1,2,50,2,91,94,87,1,1,11,9,1,5,5,5,5,5,5,5,5,3
393,94,37,96,27,74,69,75,34,58,85,67,82,25,79,1,5,11,1,3,2,4,3,4,2,4,3,2,3
394,1,89,85,85,98,20,1,100,7,97,4,71,11,52,1,5,4,9,7,4,4,5,4,3,4,4,2,4
395,19,70,94,85,94,94,47,72,74,94,55,86,48,59,1,2,8,2,7,2,4,3,5,2,5,4,1,3
396,1,75,76,51,7,90,1,70,50,96,10,0,21,85,1,2,9,9,7,2,3,2,2,2,3,2,2,5
397,1,50,50,100,1,80,1,100,1,70,30,1,0,90,1,4,4,9,7,3,5,5,1,4,5,5,1,4
398,83,98,51,50,88,8,51,36,93,36,51,72,71,82,1,3,11,1,2,5,5,5,5,5,5,5,5,2
399,4,49,64,50,50,65,30,50,49,80,50,50,50,50,1,2,9,9,6,4,4,4,4,4,4,4,4,3
400,3,66,61,59,44,87,2,72,34,100,39,22,34,61,1,4,9,2,7,3,4,4,4,4,5,5,2,5
401,100,98,79,77,53,1,100,3,7,94,93,50,92,91,1,1,11,1,1,4,5,5,5,2,3,5,5,3
402,4,59,59,70,60,30,11,71,5,89,20,40,41,62,1,5,8,9,7,2,3,5,5,1,2,3,2,3
403,87,98,69,100,90,6,100,71,47,86,41,87,66,99,1,1,11,9,2,5,4,5,5,5,5,5,5,2
404,6,11,100,10,1,99,1,30,0,81,1,1,0,40,1,5,9,9,7,2,5,1,3,2,4,2,1,5
405,90,75,75,76,91,39,91,3,88,86,89,77,76,96,1,1,1,1,2,4,4,4,4,4,4,4,4,3
406,100,100,50,96,70,0,100,0,99,66,98,71,69,99,1,3,11,1,1,5,3,5,5,3,1,3,3,2
407,0,52,53,53,50,70,0,90,3,79,37,11,7,87,1,5,4,9,7,3,3,3,3,2,3,3,2,4
408,94,97,61,95,20,1,82,54,96,47,45,30,89,89,1,3,4,9,2,5,4,5,5,4,4,4,4,3
409,1,40,50,40,40,40,1,85,30,70,15,15,40,50,1,3,4,9,7,4,4,5,5,3,4,3,3,3
410,3,49,85,62,50,90,1,56,5,94,5,49,1,50,1,4,9,2,7,5,5,5,5,2,4,5,1,3
411,94,50,53,88,75,1,81,4,91,96,47,56,43,98,1,3,11,1,2,5,5,5,5,4,5,5,5,2
412,2,50,53,52,4,95,2,91,2,86,6,1,4,89,1,5,5,2,7,1,5,4,4,1,4,4,1,5
413,6,50,50,50,50,31,4,58,6,75,31,50,40,84,1,5,5,2,7,4,5,4,5,2,3,3,2,4
414,5,70,90,70,10,100,3,90,5,95,80,30,10,95,1,5,9,9,7,3,4,4,4,3,4,4,1,3
415,90,61,88,60,60,0,60,0,90,59,70,51,70,89,1,3,11,1,2,4,5,4,5,4,4,4,4,2
416,89,100,70,51,50,4,100,30,51,41,71,52,41,97,1,1,11,1,5,5,5,5,5,3,3,2,1,4
417,2,998,42,29,2,20,19,73,20,72,30,13,12,41,2,5,9,2,7,3,5,3,3,3,4,3,3,4
418,3,90,80,43,69,97,5,60,30,98,69,53,5,100,1,2,9,9,7,4,2,4,3,3,3,2,2,4
419,5,51,50,51,16,31,4,80,2,90,11,11,11,21,1,4,8,9,7,4,4,4,4,4,4,4,3,5
420,1,85,85,85,50,85,1,95,1,85,10,50,85,15,1,2,4,2,7,5,5,5,5,5,5,5,5,2
421,31,89,97,50,21,40,0,56,50,93,11,15,85,41,1,3,3,9,5,3,4,5,5,5,5,5,5,2
422,100,99,31,99,3,14,75,75,75,8,14,5,80,66,1,1,2,9,1,5,1,5,5,5,1,5,5,3
423,72,70,75,80,44,22,49,49,55,75,51,47,49,55,3,5,11,9,2,4,4,4,4,3,4,3,4,3
424,1,50,51,60,6,100,1,70,16,51,31,15,1,50,1,5,9,9,7,4,5,5,3,1,5,5,1,5
425,85,72,60,60,53,10,52,5,54,66,62,50,0,87,1,4,10,9,2,4,4,4,3,5,4,5,4,4
426,86,100,75,90,96,65,70,5,100,61,100,86,85,87,1,3,10,1,2,5,5,5,5,5,5,5,5,2
427,95,71,80,87,95,2,76,11,86,71,86,80,71,100,1,3,7,9,1,5,5,5,5,4,3,4,4,2
428,1,18,59,25,0,0,0,0,0,74,0,0,37,40,1,5,11,9,7,1,4,1,5,1,2,4,2,5
429,60,80,80,80,80,1,85,1,90,70,85,80,50,90,1,3,5,9,3,5,5,5,5,5,5,5,5,2
430,66,83,84,75,50,33,72,43,75,92,66,50,50,76,1,3,11,9,3,3,5,4,3,3,3,3,3,2
431,0,61,70,50,50,70,0,91,21,92,51,31,50,50,1,2,4,9,7,4,4,4,4,4,5,4,3,4
432,95,99,75,74,79,0,89,61,88,70,77,85,51,95,1,1,11,9,2,5,5,5,5,5,5,5,5,5
433,1,93,82,94,22,75,1,93,5,82,3,26,68,75,1,2,8,2,7,5,5,5,5,5,5,5,5,4
434,90,97,80,94,96,2,60,0,99,52,91,96,89,100,1,3,11,9,2,5,5,5,5,5,5,5,5,2
435,0,50,100,50,50,0,0,50,50,90,0,50,50,70,1,5,11,3,7,2,4,2,3,3,4,3,2,3
436,6,70,70,70,41,6,21,29,32,71,62,41,62,71,1,3,8,4,6,5,5,5,5,4,4,4,4,3
437,2,63,69,48,0,93,1,85,19,94,41,2,1,32,1,5,9,9,7,3,5,5,3,2,4,4,1,4
438,75,87,86,89,88,35,63,11,98,39,73,61,65,95,1,3,6,9,2,5,5,5,5,5,4,5,5,2
439,1,85,85,95,40,94,2,85,2,96,95,55,21,80,1,5,9,9,7,3,4,5,3,2,4,4,1,4
440,0,99,100,71,50,100,0,94,0,100,50,50,70,69,1,4,9,2,7,5,5,5,5,4,4,4,4,5
441,1,54,60,60,0,47,1,61,30,90,11,1,24,50,1,5,2,9,7,4,4,4,4,2,4,3,1,3
442,84,72,56,71,71,1,84,0,69,41,75,59,50,98,1,1,11,1,2,5,5,5,5,4,4,4,3,2
443,52,51,60,35,50,69,18,50,40,71,51,51,52,80,1,5,9,2,3,4,3,4,4,1,4,2,4,4
444,10,50,44,60,61,39,23,59,30,46,50,50,41,84,1,5,7,9,7,5,5,5,5,5,5,5,5,4
445,59,99,99,99,99,30,41,70,41,99,80,99,80,91,1,2,6,3,3,5,5,5,5,5,5,5,5,3
446,80,60,70,85,75,5,75,10,95,70,65,60,55,90,1,3,11,1,2,5,5,5,5,5,5,5,5,2
447,0,40,89,60,49,96,0,85,5,89,16,16,29,70,1,5,9,9,7,4,3,4,5,1,3,2,3,5
448,43,998,99,7,1,67,30,39,998,78,25,25,13,99,1,1,3,9,3,1,5,1,3,1,5,1,1,3
449,0,15,75,15,0,75,0,100,0,15,0,0,0,25,1,5,4,9,7,1,4,5,3,3,5,4,1,5
450,57,50,100,59,55,47,84,49,42,100,44,5,25,44,1,1,11,1,5,5,5,5,5,4,5,5,3,3
451,0,39,90,70,20,95,5,93,11,80,11,31,6,85,1,2,9,9,7,3,5,4,5,2,5,4,1,4
452,3,34,81,46,50,40,0,96,23,78,22,33,31,38,1,2,4,3,7,2,4,3,3,1,4,3,1,4
453,59,50,97,64,97,3,56,33,58,91,63,99,47,87,1,3,11,9,3,3,5,4,4,3,5,4,4,4
454,32,100,100,90,97,89,41,5,100,85,100,91,32,100,1,3,9,9,5,5,5,5,2,5,5,5,1,4
455,56,92,71,64,87,22,66,31,32,67,60,72,998,31,2,1,11,9,2,2,1,3,2,3,3,3,3,2
456,81,71,74,74,100,2,77,3,90,84,76,100,75,84,1,3,11,9,2,5,5,5,5,4,4,4,4,2
457,10,61,50,80,90,51,11,39,6,89,41,50,41,50,1,4,2,9,7,4,4,5,5,3,4,4,3,3
458,70,70,69,86,71,2,71,45,31,50,61,48,51,70,1,5,11,1,3,4,4,4,4,4,4,4,4,3
459,84,91,81,88,100,20,100,10,22,30,89,90,12,99,1,1,11,1,2,2,2,2,3,2,2,2,3,5
460,9,45,50,41,50,31,1,19,21,69,45,16,4,70,1,5,1,3,7,3,3,3,3,3,3,3,2,4
461,59,59,71,50,60,17,64,43,59,60,58,30,4,76,1,1,1,9,3,2,4,4,2,3,4,3,1,2
462,86,52,52,52,57,22,85,41,78,91,53,76,9,89,2,1,3,9,2,4,4,4,5,3,3,3,3,2
463,80,30,50,50,50,40,75,0,65,50,0,50,30,70,1,1,7,9,2,3,4,4,4,3,4,4,4,1
464,94,99,79,81,97,90,77,92,91,59,95,97,100,87,1,1,9,1,1,2,1,1,1,2,1,1,1,1
465,5,50,52,50,3,66,7,94,20,87,6,3,1,67,1,5,7,9,7,3,3,4,3,3,4,3,2,3
466,99,71,97,89,99,3,72,20,85,85,72,95,70,90,1,3,11,9,1,5,5,5,5,4,5,5,4,4
467,0,90,90,90,99,1,0,0,0,0,6,100,88,90,1,5,11,4,7,5,5,5,5,5,5,5,5,5
468,0,50,50,42,23,21,5,95,0,63,29,28,13,51,1,5,2,3,7,4,4,4,4,5,5,5,5,5
469,100,50,50,50,50,0,85,0,85,50,100,50,50,75,1,1,11,1,1,5,5,5,5,3,3,3,3,2
470,96,76,60,64,61,65,74,67,84,81,74,72,76,72,1,3,2,2,1,1,1,1,1,1,1,1,1,1
471,5,56,48,41,5,20,33,97,5,58,27,11,20,48,1,4,4,9,3,4,3,4,5,4,4,4,3,3
472,0,89,90,87,52,86,0,91,6,100,1,51,51,54,1,5,9,9,7,5,5,5,5,5,5,5,5,4
473,0,100,100,100,100,0,0,100,0,40,50,100,0,100,1,5,5,9,7,5,5,5,5,5,5,5,5,4
474,3,26,100,38,3,46,1,50,37,93,3,0,16,9,1,3,2,2,7,4,4,3,4,3,4,4,2,3
475,3,94,100,99,90,2,96,50,85,91,97,81,84,81,1,1,6,9,1,5,5,5,5,5,4,5,4,1
476,8,50,50,50,50,73,3,76,4,91,28,50,50,50,1,5,2,9,7,2,4,5,5,3,4,4,3,4
